,1stFlrSF,2ndFlrSF,3SsnPorch,bedroomabvgr,bsmtfinsf1,bsmtfinsf2,bsmtfullbath,bsmthalfbath,bsmtunfsf,enclosedporch,fireplaces,fullbath,garagearea,garagecars,garageyrblt,grlivarea,halfbath,kitchenabvgr,lotarea,lotfrontage,lowqualfinsf,masvnrarea,miscval,mosold,mssubclass,openporchsf,overallcond,overallqual,poolarea,saleprice,screenporch,totalbsmtsf,totrmsabvgrd,wooddecksf,yearbuilt,yearremodadd,yrsold,alley,bldgtype,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfintype2,bsmtqual,centralair,condition1,condition2,electrical,extercond,exterior1st,exterior2nd,exterqual,fence,fireplacequ,foundation,functional,garagecond,garagefinish,garagequal,garagetype,heating,heatingqc,housestyle,kitchenqual,landcontour,landslope,lotconfig,lotshape,masvnrtype,miscfeature,mszoning,neighborhood,paveddrive,poolqc,roofmatl,roofstyle,salecondition,saletype,street,utilities
48,736,716,0,2,0,0,0,0,736,102,0,2,0,0,1978.5061638868744,1452,0,3,4456,33.0,0,0.0,0,6,190,0,5,4,0,113000,0,736,8,0,1920,2008,2009,Grvl,2fmCon,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,OldTown,N,Gd,CompShg,Gable,Partial,New,Pave,AllPub
49,955,0,0,3,763,0,1,0,192,0,0,1,386,1,1966.0,955,0,1,7742,66.0,0,0.0,0,1,20,0,7,5,0,127000,0,955,6,0,1966,1966,2007,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
50,794,676,0,3,182,0,0,1,612,0,0,2,388,2,1997.0,1470,0,1,13869,70.04995836802665,0,0.0,0,7,60,75,6,6,0,177000,0,794,6,0,1997,1997,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,IR2,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
51,816,0,0,3,0,0,0,0,816,0,1,1,528,2,1985.0,1176,0,1,6240,52.0,360,0.0,400,9,50,0,6,6,0,114500,0,816,6,112,1934,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
52,816,0,0,2,104,712,1,0,0,0,0,1,516,2,1963.0,816,0,1,8472,110.0,0,0.0,0,5,90,0,5,5,0,110000,0,816,5,106,1963,1963,2010,Grvl,Duplex,TA,Gd,LwQ,GLQ,Gd,N,RRNn,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,Fa,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,CarPort,GasA,TA,1Story,TA,Bnk,Mod,Corner,IR2,None,Shed,RM,IDOTRR,Y,Gd,CompShg,Gable,Normal,WD,Grvl,AllPub
53,1842,0,0,0,1810,0,2,0,32,0,1,0,894,3,1981.0,1842,1,1,50271,68.0,0,0.0,0,11,20,72,5,9,0,385000,0,1842,5,857,1981,1987,2006,Grvl,1Fam,TA,Gd,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,TA,WdShing,Wd Shng,Gd,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Gd,1Story,Gd,Low,Gtl,Inside,IR1,None,Shed,RL,Veenker,Y,Gd,WdShngl,Gable,Normal,WD,Pave,AllPub
54,1360,0,0,3,384,0,0,0,0,0,1,1,572,2,1962.0,1360,0,1,7134,60.0,0,0.0,0,2,80,50,5,5,0,130000,0,384,6,0,1955,1955,2007,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,TA,CBlock,Min1,TA,Unf,TA,Detchd,GasA,TA,SLvl,TA,Bnk,Mod,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
55,1425,0,407,3,490,0,0,0,935,0,1,2,576,2,1964.0,1425,0,1,10175,100.0,0,272.0,0,7,20,0,5,6,0,180500,0,1425,7,0,1964,1964,2008,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,RFn,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
56,983,756,0,3,649,0,1,0,321,0,0,2,480,2,1999.0,1739,1,1,2645,24.0,0,456.0,0,8,160,0,5,8,0,172500,0,970,7,115,1999,2000,2009,Pave,Twnhs,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Abnorml,WD,Pave,AllPub
57,860,860,0,3,0,0,0,0,860,0,0,2,565,2,2004.0,1720,1,1,11645,89.0,0,0.0,0,8,60,70,5,7,0,196500,0,860,7,0,2004,2004,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,IR1,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
58,1426,1519,0,3,0,0,0,0,1410,37,1,3,641,3,2006.0,2945,1,1,13682,66.0,0,1031.0,0,10,60,0,5,10,0,438780,0,1410,10,192,2006,2006,2006,Grvl,1Fam,TA,Gd,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Ex,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,HLS,Gtl,CulDSac,IR2,BrkFace,Shed,RL,StoneBr,Y,Gd,CompShg,Hip,Partial,New,Pave,AllPub
59,780,0,0,2,632,0,0,0,148,0,0,1,352,1,1973.0,780,0,1,7200,60.0,0,0.0,0,1,20,0,7,5,0,124900,0,780,4,196,1972,1972,2008,Grvl,1Fam,TA,Av,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Bnk,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
60,1158,0,0,3,941,0,1,0,217,0,0,1,576,2,2006.0,1158,1,1,13072,63.0,0,0.0,0,5,20,50,5,6,0,158000,0,1158,5,0,2004,2004,2006,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,RRAe,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,None,Shed,RL,SawyerW,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
61,581,530,0,3,0,0,0,0,530,144,0,1,288,1,1935.0,1111,0,1,7200,60.0,0,0.0,0,3,75,0,7,5,0,101000,0,530,6,0,1920,1996,2007,Grvl,1Fam,Fa,No,Unf,Unf,TA,N,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,TA,2.5Unf,Fa,Lvl,Gtl,Inside,Reg,None,Shed,RM,IDOTRR,N,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
62,1370,0,0,2,24,0,0,0,1346,0,1,2,484,2,2006.0,1370,0,1,6442,44.0,0,178.0,0,10,120,49,5,8,0,202500,0,1370,6,120,2006,2006,2007,Grvl,TwnhsE,Gd,Mn,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,Stone,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
63,902,808,0,3,0,0,0,0,576,64,0,2,480,2,1990.0,1710,0,1,10300,50.0,0,0.0,0,4,70,11,6,7,0,140000,0,576,9,12,1921,1950,2010,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,RRAn,Feedr,SBrkr,TA,Stucco,Stucco,TA,GdPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Gd,2Story,TA,Bnk,Gtl,Inside,IR1,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
64,1057,977,0,3,739,0,1,0,318,0,0,2,645,2,1998.0,2034,1,1,9375,70.04995836802665,0,573.0,0,2,60,36,5,7,0,219500,0,1057,8,576,1997,1998,2009,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,GdPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
65,1143,1330,0,4,0,0,0,0,1143,0,1,2,852,3,2004.0,2473,1,1,9591,76.0,0,344.0,0,10,60,151,5,8,0,317000,0,1143,9,192,2004,2005,2007,Grvl,1Fam,TA,Av,Unf,Unf,Ex,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NridgHt,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
66,2207,0,0,3,912,0,1,0,1035,0,1,2,576,2,1970.0,2207,0,1,19900,70.04995836802665,0,287.0,0,7,20,0,5,7,0,180000,0,1947,7,301,1970,1989,2010,Grvl,1Fam,TA,Gd,GLQ,Unf,Gd,Y,PosA,Norm,SBrkr,TA,Plywood,Plywood,TA,MnPrv,Gd,CBlock,Min1,TA,RFn,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
67,1479,0,0,3,1013,0,1,0,440,0,0,2,558,2,2003.0,1479,0,1,10665,72.0,0,167.0,0,6,20,29,5,7,0,226000,0,1453,7,144,2003,2003,2007,Grvl,1Fam,TA,Av,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
68,747,0,0,2,0,0,0,0,747,0,0,1,220,1,1945.0,747,0,1,4608,47.0,0,0.0,0,6,30,0,6,4,0,80000,0,747,4,0,1945,1950,2010,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Artery,Norm,SBrkr,Gd,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
69,1304,983,0,3,603,0,0,0,701,114,1,2,667,2,1953.0,2287,0,1,15593,81.0,0,0.0,0,7,50,21,4,7,0,225000,0,1304,7,0,1953,1953,2006,Grvl,1Fam,TA,No,BLQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,BrkFace,AsbShng,Gd,MnPrv,TA,CBlock,Typ,TA,Fin,TA,Attchd,GasW,TA,1.5Fin,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,ClearCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
70,2223,0,0,3,1880,0,1,0,343,0,2,2,516,2,1973.0,2223,0,1,13651,95.0,0,1115.0,0,2,20,0,6,7,0,244000,0,2223,8,300,1973,1973,2007,Grvl,1Fam,TA,Gd,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,Plywood,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
71,845,0,0,2,565,0,1,0,280,0,0,1,360,2,1987.0,845,0,1,7599,69.0,0,0.0,0,6,20,0,6,4,0,129500,0,845,4,0,1982,2006,2007,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,Plywood,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RL,Mitchel,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
72,885,833,0,3,0,0,0,0,832,0,1,2,427,2,1998.0,1718,1,1,10141,74.0,0,40.0,0,12,60,94,5,7,0,185000,291,832,7,0,1998,1998,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,Attchd,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,IR1,BrkFace,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
73,1086,0,0,3,320,362,1,0,404,0,0,1,490,2,1989.0,1086,0,1,10200,85.0,0,104.0,0,5,20,0,7,5,0,144900,0,1086,6,0,1954,2003,2010,Grvl,1Fam,TA,No,ALQ,BLQ,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
74,840,765,0,3,0,0,0,0,840,202,0,2,379,1,1915.0,1605,0,2,5790,60.0,0,0.0,0,5,50,0,6,3,0,107400,0,840,8,0,1915,1950,2010,Grvl,1Fam,TA,No,Unf,Unf,Fa,N,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,Gd,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gambrel,Normal,WD,Pave,AllPub
75,526,462,0,2,462,0,1,0,0,0,0,1,297,1,1973.0,988,0,1,1596,21.0,0,0.0,0,11,180,101,5,4,0,91000,0,462,5,120,1973,1973,2009,Grvl,Twnhs,TA,Gd,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,CemntBd,CmentBd,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,BuiltIn,GasA,TA,SLvl,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,MeadowV,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
76,952,0,0,2,228,0,0,0,724,0,0,1,283,1,1956.0,952,0,1,8475,70.04995836802665,0,0.0,0,4,20,0,7,4,0,135750,0,952,4,0,1956,1956,2008,Grvl,1Fam,TA,No,ALQ,Unf,TA,Y,Norm,Norm,FuseA,TA,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,IR1,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
77,1072,213,0,2,336,41,1,0,295,0,0,1,240,1,1948.0,1285,0,1,8635,50.0,0,0.0,0,1,50,0,5,5,0,127000,0,672,6,0,1948,2001,2008,Grvl,1Fam,TA,No,BLQ,GLQ,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,CBlock,Min1,TA,Unf,TA,Detchd,GasA,TA,1.5Fin,TA,Lvl,Gtl,Inside,Reg,None,Shed,RM,BrkSide,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
78,1768,0,0,4,0,0,0,0,1768,0,0,2,0,0,1978.5061638868744,1768,0,2,10778,72.0,0,0.0,0,4,90,0,5,4,0,136500,0,1768,8,0,1968,1968,2010,Grvl,Duplex,TA,No,Unf,Unf,TA,N,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,Sawyer,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
79,682,548,0,2,0,0,0,0,440,128,0,1,440,2,1966.0,1230,1,1,10440,60.0,0,0.0,0,5,50,0,6,5,0,110000,0,440,5,74,1910,1981,2009,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Detchd,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,Reg,None,Shed,RM,OldTown,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
80,1182,960,0,4,448,0,0,0,448,0,1,2,509,1,1968.0,2142,1,1,13000,100.0,0,576.0,0,6,60,72,6,6,0,193500,252,896,8,0,1968,1968,2009,Grvl,1Fam,TA,No,Rec,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,TA,2Story,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
81,1337,0,0,2,1201,0,1,0,36,0,0,2,405,2,1998.0,1337,0,1,4500,32.0,0,443.0,0,3,120,199,5,6,0,153500,0,1237,5,0,1998,1998,2006,Grvl,TwnhsE,Gd,No,GLQ,Unf,Ex,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Fin,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,FR2,Reg,BrkFace,Shed,RM,Mitchel,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
82,1563,0,0,3,33,0,0,0,1530,0,1,2,758,3,2007.0,1563,0,1,10206,78.0,0,468.0,0,10,20,99,5,8,0,245000,0,1563,6,144,2007,2007,2008,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,Reg,Stone,Shed,RL,Somerst,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
83,1065,0,0,3,0,0,0,0,1065,0,0,1,461,2,1974.0,1065,1,1,8892,80.0,0,66.0,0,7,20,0,5,5,0,126500,0,1065,6,74,1960,1960,2007,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Detchd,GasA,Gd,1Story,TA,Lvl,Gtl,Inside,IR1,BrkCmn,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,COD,Pave,AllPub
84,804,670,0,3,0,0,0,0,384,0,1,2,400,2,1995.0,1474,1,1,8530,70.04995836802665,0,22.0,700,5,80,72,5,7,0,168500,0,384,7,120,1995,1996,2009,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,MnPrv,TA,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Gd,SLvl,TA,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
85,1301,1116,0,4,0,0,0,0,1288,0,1,2,462,2,1991.0,2417,1,1,16059,121.0,0,284.0,0,4,60,82,5,8,0,260000,0,1288,9,127,1991,1992,2006,Grvl,1Fam,TA,No,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,Gd,MnPrv,TA,CBlock,Typ,TA,Unf,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,Reg,BrkFace,Shed,RL,NoRidge,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
86,684,876,0,3,0,0,0,0,684,0,1,2,400,2,2005.0,1560,1,1,11911,122.0,0,0.0,0,3,60,38,5,6,0,174000,0,684,6,100,2005,2005,2009,Grvl,1Fam,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR2,None,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
87,612,612,0,2,0,0,0,0,612,0,0,2,528,2,2009.0,1224,1,1,3951,40.0,0,76.0,0,6,160,234,5,6,0,164500,0,612,4,0,2009,2009,2009,Pave,TwnhsE,TA,Av,Unf,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Detchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Corner,Reg,Stone,Shed,FV,Somerst,Y,Gd,CompShg,Gable,Partial,New,Pave,AllPub
88,1013,0,0,2,0,0,0,0,1013,156,0,1,0,0,1978.5061638868744,1526,0,1,8470,105.0,513,0.0,0,10,50,0,2,3,0,85000,0,1013,6,0,1915,1982,2009,Grvl,1Fam,Fa,No,Unf,Unf,TA,N,Feedr,Feedr,SBrkr,Fa,Plywood,Plywood,Fa,MnPrv,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1.5Fin,Fa,Lvl,Gtl,Corner,IR1,None,Shed,C (all),IDOTRR,N,Gd,CompShg,Hip,Abnorml,ConLD,Pave,AllPub
89,990,0,0,3,588,0,1,0,402,0,0,1,0,0,1978.5061638868744,990,0,1,8070,60.0,0,0.0,0,8,20,0,5,4,0,123600,0,990,5,0,1994,1995,2007,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,Unf,TA,Attchd,GasA,Ex,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
90,1040,0,0,2,0,0,0,0,0,0,0,1,420,2,1950.0,1040,0,1,7200,60.0,0,0.0,0,7,20,29,5,4,0,109900,0,0,4,0,1950,1950,2006,Grvl,1Fam,TA,No,Unf,Unf,TA,Y,Norm,Norm,FuseA,TA,BrkFace,Wd Sdng,TA,MnPrv,Gd,Slab,Typ,TA,Unf,TA,Detchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,None,Shed,RL,NAmes,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
91,1235,0,0,2,600,0,0,0,635,0,0,1,480,2,1961.0,1235,0,1,8500,85.0,0,203.0,0,12,20,0,3,5,0,98600,0,1235,6,0,1961,1961,2006,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,SBrkr,TA,HdBoard,HdBoard,TA,GdWo,Gd,CBlock,Typ,TA,Unf,TA,Attchd,GasA,TA,1Story,TA,Lvl,Gtl,Inside,Reg,BrkCmn,Shed,RL,NAmes,Y,Gd,CompShg,Hip,Abnorml,WD,Pave,AllPub
92,964,0,0,2,713,0,1,0,163,44,0,1,432,2,1921.0,964,0,1,13360,80.0,0,0.0,0,8,30,0,7,5,0,163500,0,876,5,0,1921,2006,2009,Grvl,1Fam,TA,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,Wd Sdng,Wd Sdng,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasA,Ex,1Story,TA,HLS,Gtl,Inside,IR1,None,Shed,RL,Crawfor,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
93,1260,1031,0,4,1046,0,0,1,168,0,1,2,506,2,1900.0,2291,0,2,7200,60.0,0,0.0,0,11,190,0,6,6,0,133900,99,1214,9,0,1910,1998,2007,Grvl,2fmCon,Fa,Mn,Rec,Unf,TA,N,Norm,Norm,SBrkr,TA,MetalSd,MetalSd,TA,MnPrv,Gd,BrkTil,Typ,TA,Unf,TA,Detchd,GasW,Ex,2.5Unf,TA,Lvl,Gtl,Corner,Reg,None,Shed,C (all),OldTown,Y,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
94,905,881,0,3,648,0,1,0,176,0,0,2,684,2,1997.0,1786,1,1,9337,69.0,0,0.0,0,5,60,162,5,6,0,204750,0,824,7,0,1997,1997,2007,Grvl,1Fam,TA,No,GLQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,TA,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,2Story,Gd,Lvl,Gtl,Inside,IR1,None,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
95,680,790,0,3,310,0,0,0,370,0,1,2,420,2,1993.0,1470,1,1,9765,70.04995836802665,0,68.0,480,4,60,63,8,6,0,185000,0,680,6,232,1993,1993,2009,Grvl,1Fam,Gd,No,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,Gd,VinylSd,VinylSd,Ex,MnPrv,TA,PConc,Typ,TA,Fin,TA,BuiltIn,GasA,Gd,2Story,TA,Lvl,Gtl,Corner,IR2,BrkFace,Shed,RL,Gilbert,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
96,1588,0,0,3,1162,0,0,0,426,0,0,2,472,2,1999.0,1588,0,1,10264,78.0,0,183.0,0,8,20,29,5,7,0,214000,0,1588,6,158,1999,1999,2006,Grvl,1Fam,TA,Av,ALQ,Unf,Gd,Y,Norm,Norm,SBrkr,TA,VinylSd,VinylSd,Gd,MnPrv,Gd,PConc,Typ,TA,RFn,TA,Attchd,GasA,Ex,1Story,Gd,Lvl,Gtl,Inside,IR1,BrkFace,Shed,RL,CollgCr,Y,Gd,CompShg,Gable,Normal,WD,Pave,AllPub
97,960,0,0,3,520,0,1,0,440,0,0,1,432,1,1965.0,960,0,1,10921,73.0,0,48.0,0,5,20,0,5,4,0,94750,0,960,6,120,1965,1965,2007,Grvl,1Fam,TA,No,Rec,Unf,TA,Y,Norm,Norm,FuseF,TA,HdBoard,HdBoard,TA,MnPrv,Gd,CBlock,Typ,TA,Fin,TA,Attchd,GasA,TA,1Story,TA,HLS,Gtl,Inside,Reg,BrkFace,Shed,RL,Edwards,P,Gd,CompShg,Hip,Normal,WD,Pave,AllPub
